,comment,Labeling,clean_text
611,"Inilah Pesawat Masa Depan Indonesa, Karya anak Bangsa, digerakkan dengan Baterei
Hanya diputar dengan Motor Listrik dan Terbang
Terbang di hampa udara
Kapasitas Angkut lebih dari 100 ton

SATU untuk Semua Kegunaan, tidak perlu Tank KapalLaut KapalSelam Helikopter, karena bisa Menyelam Terbang dalam SegalaCuaca, AntiPeluru, Tidak perlu Pelabuhan Lapangan terbang/landasan-pacu, mudah membuatnya & murah     

Ada dua macam kendaraan yang pada umumnya dipakai manusia dalam sejarah hidupnya di dunia kini yaitu : yang memakai tenaga menolak untuk maju seperti hewan, mobil, kapal laut atau kapal udara: Yang lainnya memakai tenaga lenting atau centrifugal seperti pesawat piring terbang. Kedua macam kendaraan ini  disebutkan dengan benda terapung dan ternak. Yang dimaksud dengan ternak ialah kuda, unta, keledai. dan sebagainya. Dan benda terapung ialah segala macam kendaraan yang diwujudkan oleh teknologi manusia termasuk dalamnya piring terbang.

Suatu cara ialah dengan memutar bahagian pesawat secara horizontal. Bila putaran itu semakin cepat akan semakin besarlah daya centrifugal dan semakin kecillah daya gravity, akhirnya daya jatuh ini akan hilang sama sekali dan mulailah pesawat terangkat dengan mudah tanpa pengaruh tarikan Bumi. Tentu orang akan heran: bagaimana pula pesawat dapat berputar terus tanpa tumpuan? Dari itulah kita namakan pesawat itu dengan Shuttling System yaitu pesawat berupa piring dempet yang di tengahnya tempat penompang :

A. Bahagian Atas, kita namakan Positif berputar ke kanan, semakin ke pinggir massanya lebih tebal dan berat.
B. Bahagian Bawah, kita namakan Negatif, berputar ke kiri, semakin ke pinggir massanya lebih tebal dan berat.
C. Bahagian Tengah, kita namakan Neutral, tempat awak pesawat serta perlengkapan dan mesin yang memutar Positif dan Negatif sekaligus.

Praktis pesawat akan terangkat ditambah dengan ledakan seperlunya untuk tenaga pembelok dan untuk penambahan kecepatan sewaktu berada di angkasa tanpa bobot. Walau bagaimanapun konstruksi pesawat itu nantinya, kita serahkan kepada para sarjana, tetapi kita yakin nantinya akan terwujud sebagai pesawat kebal peluru dan tak memerlukan landasan tertentu karena dia dapat berdiri diam di angkasa dan yang lebih hebat lagi ialah bahwa pesawat itu tentunya water proof yang kalau perlu dia dapat langsung masuk lautan dan keluar lagi menurut semaunya.",positif,inilah pesawat masa depan indonesa karya anak bangsa digerakkan dengan batereihanya diputar dengan motor listrik dan terbangterbang di hampa udarakapasitas angkut lebih dari 100 tonsatu untuk semua kegunaan tidak perlu tank kapallaut kapalselam helikopter karena bisa menyelam terbang dalam segalacuaca antipeluru tidak perlu pelabuhan lapangan terbanglandasanpacu mudah membuatnya  murah     ada dua macam kendaraan yang pada umumnya dipakai manusia dalam sejarah hidupnya di dunia kini yaitu  yang memakai tenaga menolak untuk maju seperti hewan mobil kapal laut atau kapal udara yang lainnya memakai tenaga lenting atau centrifugal seperti pesawat piring terbang kedua macam kendaraan ini  disebutkan dengan benda terapung dan ternak yang dimaksud dengan ternak ialah kuda unta keledai dan sebagainya dan benda terapung ialah segala macam kendaraan yang diwujudkan oleh teknologi manusia termasuk dalamnya piring terbangsuatu cara ialah dengan memutar bahagian pesawat secara horizontal bila putaran itu semakin cepat akan semakin besarlah daya centrifugal dan semakin kecillah daya gravity akhirnya daya jatuh ini akan hilang sama sekali dan mulailah pesawat terangkat dengan mudah tanpa pengaruh tarikan bumi tentu orang akan heran bagaimana pula pesawat dapat berputar terus tanpa tumpuan dari itulah kita namakan pesawat itu dengan shuttling system yaitu pesawat berupa piring dempet yang di tengahnya tempat penompang a bahagian atas kita namakan positif berputar ke kanan semakin ke pinggir massanya lebih tebal dan beratb bahagian bawah kita namakan negatif berputar ke kiri semakin ke pinggir massanya lebih tebal dan beratc bahagian tengah kita namakan neutral tempat awak pesawat serta perlengkapan dan mesin yang memutar positif dan negatif sekaliguspraktis pesawat akan terangkat ditambah dengan ledakan seperlunya untuk tenaga pembelok dan untuk penambahan kecepatan sewaktu berada di angkasa tanpa bobot walau bagaimanapun konstruksi pesawat itu nantinya kita serahkan kepada para sarjana tetapi kita yakin nantinya akan terwujud sebagai pesawat kebal peluru dan tak memerlukan landasan tertentu karena dia dapat berdiri diam di angkasa dan yang lebih hebat lagi ialah bahwa pesawat itu tentunya water proof yang kalau perlu dia dapat langsung masuk lautan dan keluar lagi menurut semaunya
612,Ayo suzuki. Betulan. Jangan php. Konsumen gak urus mobil negara mana. Penting bagus. Murah dibanding apa yg ditawarkan,positif,ayo suzuki betulan jangan php konsumen gak urus mobil negara mana penting bagus murah dibanding apa yg ditawarkan
613,"sama..
biasanya desain suzuki nanggung, bagus enggak jelek enggak.
desain ini too good to be true",negatif,samabiasanya desain suzuki nanggung bagus enggak jelek enggakdesain ini too good to be true
614,"Untuk pasar indo dan india mungkin iya, tapi dijepang kemungkinan akan seperti itu... 😂😂😂",positif,untuk pasar indo dan india mungkin iya tapi dijepang kemungkinan akan seperti itu 
615,kacoww cok velgnya tuh kaya dateng dari beda dunia gitu pooll wkkwk,positif,kacoww cok velgnya tuh kaya dateng dari beda dunia gitu pooll wkkwk
616,"walaupun blm dijual, tp kayaknya peminatnya udah ngantri nih buat booking wkwkw",positif,walaupun blm dijual tp kayaknya peminatnya udah ngantri nih buat booking wkwkw
617,"thanksss bang videonya, jadi bisa liat interior si evx ini gokil cakepp benere",positif,thanksss bang videonya jadi bisa liat interior si evx ini gokil cakepp benere
618,"desainnya futuristik dan fiturnya fiturnya lengkap banget yaak, gas bungkus ini wkwk",positif,desainnya futuristik dan fiturnya fiturnya lengkap banget yaak gas bungkus ini wkwk
619,Woooowww kren❤,positif,woooowww kren
620,"kenapa bukan ini aja yang vitara gasoline atau hybrid. bisa autokiller yaris cross dan hrv. 
orang yang beli molis itu bukan dijadikan mobil pertama. pasti ke 3 atau ke 4.",positif,kenapa bukan ini aja yang vitara gasoline atau hybrid bisa autokiller yaris cross dan hrv orang yang beli molis itu bukan dijadikan mobil pertama pasti ke 3 atau ke 4
621,jepang mah udah kebaca… bisanya cuma show off.. paling juga mobil model begini cuma jadi wacana,negatif,jepang mah udah kebaca bisanya cuma show off paling juga mobil model begini cuma jadi wacana
622,"menit 2:04 ahahaha
kl gitu modelnya, gk bakal laku masuk indo..
badan besar, velg+ban kecil
kyk body2 design toyota termasuk innova zennix
badannya besar, kakinya kecil
trex trex namanya wkwkwwkk",negatif,menit 204 ahahahakl gitu modelnya gk bakal laku masuk indobadan besar velgban kecilkyk body2 design toyota termasuk innova zennixbadannya besar kakinya keciltrex trex namanya wkwkwwkk
623,"Yg lain sibuk jualan, sibuk buka pabrik, eh semua brand"" sakura masih sibuk bikin konsep 😂

Bener"" generasinya menua kekurangan anak muda, jadi semua inovasinya serba lambat",negatif,yg lain sibuk jualan sibuk buka pabrik eh semua brand sakura masih sibuk bikin konsep bener generasinya menua kekurangan anak muda jadi semua inovasinya serba lambat
624,Mantap Suzuki EVX ini,positif,mantap suzuki evx ini
625,Mobil masa depan,positif,mobil masa depan
626,gile keren banget,positif,gile keren banget
627,Memyala Suzuki kuhh.. 🔥,positif,memyala suzuki kuhh 
628,"Cuma dipameri blm dijual, males ah. Ntar baru ngecek kl sdh ada dipasaran. Apa masih sebagus prototype tsb, atau ternyata  di downgrade dari ""Futuristic"" Menjadi ""Presentistic"".",positif,cuma dipameri blm dijual males ah ntar baru ngecek kl sdh ada dipasaran apa masih sebagus prototype tsb atau ternyata  di downgrade dari futuristic menjadi presentistic
629,"Sumpah kagum liat suzuki EVX dan kagum liat tampang baru suzuki CARRY
Semoga suzuki membuat gebrakan besar di pasar mobil indonesia.",positif,sumpah kagum liat suzuki evx dan kagum liat tampang baru suzuki carrysemoga suzuki membuat gebrakan besar di pasar mobil indonesia
630,Ngeriii ini,positif,ngeriii ini
631,"Kenapa desain secakep ini ngga dibuat versi produksi sekalian? Versi produksi selalu didowngrade. Padahal dari sisi biaya manufaktur antara desain konsep dan produksi massal (mestinya) tidak selisih terlalu banyak.
Kalau desain konsep seperti ini bener-bener diproduksi, kemungkinan besar akan sukses luar biasa diterima market",positif,kenapa desain secakep ini ngga dibuat versi produksi sekalian versi produksi selalu didowngrade padahal dari sisi biaya manufaktur antara desain konsep dan produksi massal mestinya tidak selisih terlalu banyakkalau desain konsep seperti ini benerbener diproduksi kemungkinan besar akan sukses luar biasa diterima market
632,Wah keren nih,positif,wah keren nih
633,"Begitu lah jepang ngak asal luncurin produk EV, ngak kayak produk china glodokk😅😅",positif,begitu lah jepang ngak asal luncurin produk ev ngak kayak produk china glodokk
634,"suzuki dgn design prindafan tb"" comeback dgn konsep futuristik gni berasa terpana WWKWKWKWK",positif,suzuki dgn design prindafan tb comeback dgn konsep futuristik gni berasa terpana wwkwkwkwk
635,"Yaelah ev brand china & korea sdh masuk produksi seri kesekian, produsen jepang cuman pamer konsep doank ... ujung2nya dijual dgn harga yg fantastis tp fitur yg kalah jauh ama china & korea ... mensedih",negatif,yaelah ev brand china  korea sdh masuk produksi seri kesekian produsen jepang cuman pamer konsep doank  ujung2nya dijual dgn harga yg fantastis tp fitur yg kalah jauh ama china  korea  mensedih
636,"Tumben Design suzuki futuristik mirip2 design mitsubishi, di otomotif design suzuki sangat membosankan jelek dan kotak",positif,tumben design suzuki futuristik mirip2 design mitsubishi di otomotif design suzuki sangat membosankan jelek dan kotak
637,Selalu terlambat mengambil keputusan masuk indo,negatif,selalu terlambat mengambil keputusan masuk indo
638,"Konsep nya bagus . Pas jadi aslinya biasanya selera prindavan or jauh dari model konsep nya... 

Jepang lama2 ketinggalan jauh dari cina 😂",positif,konsep nya bagus  pas jadi aslinya biasanya selera prindavan or jauh dari model konsep nya jepang lama2 ketinggalan jauh dari cina 
639,"kalo suzuki mau produksi, harus bisa semirip mungkin dengan desain konsep ini karena orang indonesia suka sama yang desain kaya gini. tapi harga harus dibawah 500, apalagi kalo bisa 400 kecil sih bakal gokil karena mobil listrik di kelas crossover atau compact SUV itu kurleb main di harga segitu, tapi kalo bisa lebih murah dari kompetitor bakal gokil sih.
*catatan: Suzuki harus melakukan survey dan questioner ke media otomotif, customer suzuki,  dan orang umum, untuk memaksimalkan produk yang akan diproduksi.",positif,kalo suzuki mau produksi harus bisa semirip mungkin dengan desain konsep ini karena orang indonesia suka sama yang desain kaya gini tapi harga harus dibawah 500 apalagi kalo bisa 400 kecil sih bakal gokil karena mobil listrik di kelas crossover atau compact suv itu kurleb main di harga segitu tapi kalo bisa lebih murah dari kompetitor bakal gokil sihcatatan suzuki harus melakukan survey dan questioner ke media otomotif customer suzuki  dan orang umum untuk memaksimalkan produk yang akan diproduksi
640,Concept doank..🤣🤣,negatif,concept doank
641,"Kalo dijual di indo, harus ada unsur india nya wkwkw",negatif,kalo dijual di indo harus ada unsur india nya wkwkw
642,Vitara EV,positif,vitara ev
643,"Nanti harga brosur 100, tapi harus beli second di 200 gak nih?",negatif,nanti harga brosur 100 tapi harus beli second di 200 gak nih
644,Harganya di goreng,negatif,harganya di goreng
645,"Next g usah video HDR lg dong, banyak mudhorot drpd manfaatnya",negatif,next g usah video hdr lg dong banyak mudhorot drpd manfaatnya
646,"Padahal mobil suzuki nyaman, spek karimun aja nyaman, apa lagi yg lain",positif,padahal mobil suzuki nyaman spek karimun aja nyaman apa lagi yg lain
647,Hmm ... Bg HillStartAssist dari India ?,netral,hmm  bg hillstartassist dari india 
648,Kayak fronx ga sih,netral,kayak fronx ga sih
649,Info mbakar-mbakar booth toyota dan membunuh massal sales-salesnya di giias 2024,negatif,info mbakarmbakar booth toyota dan membunuh massal salessalesnya di giias 2024
650,"jangan pernah percaya mobil concept Suzuki, karena mereka selalu bikin mobil versi produksinya jauh lebih jelek.. so jangan berharap banyak. kecuali kalau conceptnya yg versi mass prod seperti SWIFT gen terbaru kemaren yg sebenernya mobil mass prod tapi dinamai concept",negatif,jangan pernah percaya mobil concept suzuki karena mereka selalu bikin mobil versi produksinya jauh lebih jelek so jangan berharap banyak kecuali kalau conceptnya yg versi mass prod seperti swift gen terbaru kemaren yg sebenernya mobil mass prod tapi dinamai concept
651,"wihh cakep jg ya, tahun depan beli deh",positif,wihh cakep jg ya tahun depan beli deh
652,The next generation 😊,positif,the next generation 
653,Ternyata Suzuki bisa buat mobil cakep 😂,positif,ternyata suzuki bisa buat mobil cakep 
654,"sukaaa modelnya, semoga bisa kebeli nanti yh",positif,sukaaa modelnya semoga bisa kebeli nanti yh
655,"Mobil konsep doang, dijuap 5-10 tahun lagi. Beda sama china, gak bikin mobil konsep konsepan. Produksi langsung jual .",negatif,mobil konsep doang dijuap 510 tahun lagi beda sama china gak bikin mobil konsep konsepan produksi langsung jual 
656,"mantapp suzuki, otw beli ini",positif,mantapp suzuki otw beli ini
657,"udah cepet diluncurkan, daripada desainnya di contek pesaing lagi wkwk",positif,udah cepet diluncurkan daripada desainnya di contek pesaing lagi wkwk
658,pake baterai LFP atau NCM nih? kalo NCM  pasti mahal,negatif,pake baterai lfp atau ncm nih kalo ncm  pasti mahal
659,"Tolong kualitas audionya dibenahi lagi, 
Suara host nya kecel beud",negatif,tolong kualitas audionya dibenahi lagi suara host nya kecel beud
660,Apasih ini intro videonya panjang bgt,negatif,apasih ini intro videonya panjang bgt
661,"Ev pertama dari suzuki ...

Emang dari dulu suzuki slalu telat buat fomo2an 😂",negatif,ev pertama dari suzuki emang dari dulu suzuki slalu telat buat fomo2an 
662,rada males sama merk suzuki... dikit2 suntik mati,negatif,rada males sama merk suzuki dikit2 suntik mati
663,Kebanyakan konsep ujung2nya kalah dgn produk china,negatif,kebanyakan konsep ujung2nya kalah dgn produk china
664,"Mobil prindapan, skip dah",negatif,mobil prindapan skip dah
665,"Cakep bener modelnya... kalau harganya setara dg BYD jelas ini bisa menghambat EV China di Indo.... kualitas Suzuki jelas bagus, apalagi cakep bentuknya....:face-red-heart-shape:",positif,cakep bener modelnya kalau harganya setara dg byd jelas ini bisa menghambat ev china di indo kualitas suzuki jelas bagus apalagi cakep bentuknyafaceredheartshape
666,1500 cc tranmisi at bkin produksi dah suzuki...,positif,1500 cc tranmisi at bkin produksi dah suzuki
667,keren sih ini,positif,keren sih ini
668,"Merek lain produk baru, merek ini pamerin konsep yang udah lama... cape deh...",negatif,merek lain produk baru merek ini pamerin konsep yang udah lama cape deh
669,Lebih cakep daripada design Mitsubishi,positif,lebih cakep daripada design mitsubishi
670,Kok format videonya ada HDR?,negatif,kok format videonya ada hdr
671,"D india ni mobil ""udh jadi"" n lgi d tes jln, bbrpa x ad poto ny",positif,d india ni mobil udh jadi n lgi d tes jln bbrpa x ad poto ny
672,"Suzuki kalo dihandle China mungkin udah keluar produk2 inovatif terbaru kali..ketinggalan amat sih Jepang, bahkan Honda aja baru aja muncul konsep EN-1 nya setelah sekian lama. Kalah ama korea udah sampe Ioniq5N...",negatif,suzuki kalo dihandle china mungkin udah keluar produk2 inovatif terbaru kaliketinggalan amat sih jepang bahkan honda aja baru aja muncul konsep en1 nya setelah sekian lama kalah ama korea udah sampe ioniq5n
673,cuma mitsubishi yg consep ama produksi mirip2,positif,cuma mitsubishi yg consep ama produksi mirip2
674,"Byd udh jualan 7seater ev harga gila, ini baru konsep 🫣",negatif,byd udh jualan 7seater ev harga gila ini baru konsep 
675,NGIMPI 😊😊😊,negatif,ngimpi 
676,"Bentar lagi kayaknya suzuki bakalan dibeli sama china

Seperti volvo",negatif,bentar lagi kayaknya suzuki bakalan dibeli sama chinaseperti volvo
677," @whatyougetwhatyousee  Seperti inilah sepantasnya teknologi dan desain mobil masa kini.
Mobil baru yang sekarang ini dijual (khususnya mobil Jepang) adalah mobil masa lalu yang sudah sangat ketinggalan dari sisi desain dan teknologi",positif,whatyougetwhatyousee seperti inilah sepantasnya teknologi dan desain mobil masa kinimobil baru yang sekarang ini dijual khususnya mobil jepang adalah mobil masa lalu yang sudah sangat ketinggalan dari sisi desain dan teknologi
678,"Mudah2an, dan harga nya ngo tak",positif,mudah2an dan harga nya ngo tak
679,Suzuki the next generation 😊,positif,suzuki the next generation 
680,Sekalianya keluar harganya di goreng 😂😂😂,negatif,sekalianya keluar harganya di goreng 
681,Masih menunggu all new ertiga dan xl7. Beli mobil kalau gak 7 seater gak afdol,positif,masih menunggu all new ertiga dan xl7 beli mobil kalau gak 7 seater gak afdol
682,Semoga harganya membumi tidak sundul langit.,positif,semoga harganya membumi tidak sundul langit
683,HDR bikin plain warnanya di mayoritas HP bang...,negatif,hdr bikin plain warnanya di mayoritas hp bang
684,Kek bkn Suzuki aja... Biasa belakang nya jelek bgt... Ini gw suka,positif,kek bkn suzuki aja biasa belakang nya jelek bgt ini gw suka
685,"Suzuki baik motor maupun mobil biasanya hanya bagus di konsep.
Begitu produk beneran.....😊",positif,suzuki baik motor maupun mobil biasanya hanya bagus di konsepbegitu produk beneran
686,Hadeh masih konsep.,negatif,hadeh masih konsep
687,"Mirip muka ikan lohan, mantap ini. Serasa melihat ikan purba.",positif,mirip muka ikan lohan mantap ini serasa melihat ikan purba
688,Inilah kenapa Suzuki dan Honda terpaksa stop produksinya di Thailand yg lagi demam EV. Merk lain udah banyak yg jualan EV ini masih pamerin konsep EV.,negatif,inilah kenapa suzuki dan honda terpaksa stop produksinya di thailand yg lagi demam ev merk lain udah banyak yg jualan ev ini masih pamerin konsep ev
689,wow interior nya keren. 400jt deh biar aku bisa beli :hand-pink-waving:,positif,wow interior nya keren 400jt deh biar aku bisa beli handpinkwaving
690,paling klo final produknya full chrome lagi ala prindavan...oh nehii..,negatif,paling klo final produknya full chrome lagi ala prindavanoh nehii
691,mnding jdiin bensin aja. blom cocok ev,negatif,mnding jdiin bensin aja blom cocok ev
692,"Yang lain udah jualan ini masih pamer konsep 😂 oiya ini kan pameran, ya bener pamer aja gak jualan 😊",negatif,yang lain udah jualan ini masih pamer konsep  oiya ini kan pameran ya bener pamer aja gak jualan 
693,"suzuki asli jepang sih bagus. tapi suzuki itu kek lebih menghargai negara yang akan dia produksi massal.
dalam artian lebih ke UKM di negara lokal ( bukan build Japan).


mirip kek malaysia lah.
apapun merek kendaraan masuk wilayah malaysia harus ganti namanya PERODUA.
alhasil akan banyak rombakan modifikasi yang tentunya berbeda dengan produksi dari kendaraan luar yang kita ketahui secara garis besar. Makanya xenia-avanza di malaysia koq lebih berkarakter dibanding dengan indonesia.


lucunya lagi karena cost kirim kendaraan dari jepang mungkin mahal ke indonesia, maka di kirim dari india yang selera india banget ke indonesia guna mengurangi biaya pengiriman part2 kendaraan dari jepang.
Seperti Suzuki esspreso yang kek gak selera banget untuk indonesia. Tapi koq suzuki tetap pede aja ya ?heran.


ya semoga bisa lebih mengerti selera indonesia aja sih.
sama perbanyakin dong bengkel suzuki khususnya motor. kami dari bogor kesulitan servis resmi motornya. Mana yang servis umum katanya ahli eh malah main tarik kabel temperatur mesin.",positif,suzuki asli jepang sih bagus tapi suzuki itu kek lebih menghargai negara yang akan dia produksi massaldalam artian lebih ke ukm di negara lokal  bukan build japanmirip kek malaysia lahapapun merek kendaraan masuk wilayah malaysia harus ganti namanya peroduaalhasil akan banyak rombakan modifikasi yang tentunya berbeda dengan produksi dari kendaraan luar yang kita ketahui secara garis besar makanya xeniaavanza di malaysia koq lebih berkarakter dibanding dengan indonesialucunya lagi karena cost kirim kendaraan dari jepang mungkin mahal ke indonesia maka di kirim dari india yang selera india banget ke indonesia guna mengurangi biaya pengiriman part2 kendaraan dari jepangseperti suzuki esspreso yang kek gak selera banget untuk indonesia tapi koq suzuki tetap pede aja ya heranya semoga bisa lebih mengerti selera indonesia aja sihsama perbanyakin dong bengkel suzuki khususnya motor kami dari bogor kesulitan servis resmi motornya mana yang servis umum katanya ahli eh malah main tarik kabel temperatur mesin
694,"Ku suka mobil Suzuki EV, keren..",positif,ku suka mobil suzuki ev keren
695,tumben banget mobil konsep boleh dipegang + bisa liat dalamnya,positif,tumben banget mobil konsep boleh dipegang  bisa liat dalamnya
696,masih konsep bae smpe nnt suzukiny kbru bangkrut 😔,negatif,masih konsep bae smpe nnt suzukiny kbru bangkrut 
697,Dalam sejarahnya mobil konsep suzuki selalu jauh dari yg dijual...,negatif,dalam sejarahnya mobil konsep suzuki selalu jauh dari yg dijual
698,Keren coooo,positif,keren coooo
699,mitsubishi xforce electric,netral,mitsubishi xforce electric
700,NGIMPI 😊😊😊,netral,ngimpi 
701,Mksdnya ngimpi gmn nih  @djinggo2296  ? Lu ngimpi basah?🤣🤣🤣,netral,mksdnya ngimpi gmn nih djinggo2296  lu ngimpi basah
702,"wkwk stuju, kyknya anak2 gua jg anteng sih kalo dibawa pake ini bisa liat keatas mulu hehe",positif,wkwk stuju kyknya anak2 gua jg anteng sih kalo dibawa pake ini bisa liat keatas mulu hehe
703,Goodlah fast Charging...,positif,goodlah fast charging
704,"jangan lupa interior nya kak, stylish dan mevvah banget itu",positif,jangan lupa interior nya kak stylish dan mevvah banget itu
705,"Mudah2an, soalnya mobil listrik pasti Mahal",positif,mudah2an soalnya mobil listrik pasti mahal
706,Dari Panjangnya Bakal Lawan Hyundai Kona Yg lama terus ada Honda EN1 aka HRV EV terus ada MG ZS EV ada lagi BYD ATTO 3 dan Omoda 5eV,netral,dari panjangnya bakal lawan hyundai kona yg lama terus ada honda en1 aka hrv ev terus ada mg zs ev ada lagi byd atto 3 dan omoda 5ev
707,Paling lawannya jetli,netral,paling lawannya jetli
708, @muhammadadityabudiman8036  eh kan kona yang baru udah keluar kan,netral,muhammadadityabudiman8036 eh kan kona yang baru udah keluar kan
709,"Yang laen dah jual 11.000 unit baru mau keluarin 2025 😅😅 emang kocak lu Suzuki.. Bukan pelopor tapi cuma ekor... 
Pantes motor lu ga begitu laku, selain cuma pengekor tapi model nya kocak bukan selera kebanyakan orang Indonesia.. Orang mah minimal riset.. Yang paling laku di Indonesia apa jiplak aja dlu..",negatif,yang laen dah jual 11000 unit baru mau keluarin 2025  emang kocak lu suzuki bukan pelopor tapi cuma ekor pantes motor lu ga begitu laku selain cuma pengekor tapi model nya kocak bukan selera kebanyakan orang indonesia orang mah minimal riset yang paling laku di indonesia apa jiplak aja dlu
710,Mobil suzuki rangka kerupuk yang tidak aman yang mengancam nyawa keluarga anda.,negatif,mobil suzuki rangka kerupuk yang tidak aman yang mengancam nyawa keluarga anda
711,Logo S  nya terkesan jadul,negatif,logo s  nya terkesan jadul
712,Yah masih konsep. Jauh ketinggalan sama mobil China saat ini.,negatif,yah masih konsep jauh ketinggalan sama mobil china saat ini
713,"Suzuki Japan memang oke, siap gilas ev yg lain. Suzuki bisa paling murah dibanding semua EV. Apalagi jika sudah muncul versi  EV LCGC.....mantab...",positif,suzuki japan memang oke siap gilas ev yg lain suzuki bisa paling murah dibanding semua ev apalagi jika sudah muncul versi  ev lcgcmantab
714,cukup menghalangi pandangan layarnya....,negatif,cukup menghalangi pandangan layarnya
715,Kapan Indonesia punya produk sendiri?,netral,kapan indonesia punya produk sendiri
716,Yakin mau untung tipis,positif,yakin mau untung tipis
717,Yg bensin nya aja belum kebeli...,netral,yg bensin nya aja belum kebeli
718,semua ev akan BYD pada waktunya,netral,semua ev akan byd pada waktunya
719,"salfok sama aditornya carmudi! keren editannya 
:face-blue-wide-eyes:",positif,salfok sama aditornya carmudi keren editannya facebluewideeyes
720,Suzuki klo mobil totalitas banget,positif,suzuki klo mobil totalitas banget
721,interiorny,netral,interiorny
722,Kalau kerenmungkin bisa jd list selanjutnya. Asal g lebih mahal dr mobil china,positif,kalau kerenmungkin bisa jd list selanjutnya asal g lebih mahal dr mobil china
723,Ntar kalau laku harga nya dinaikin sales nya sendri 🤣,negatif,ntar kalau laku harga nya dinaikin sales nya sendri 
724,"Terjangkau sepertinya tapi hanya kalau dibandingkan IONIQ bang.... Tapi saya yakin harganya bakalan di atas 400 juta kalau udah dijual di Indonesia.. kemungkinan besar head to head sama mocin EV-nya Cherry yaitu Omoda EV.. 😅 tapi setidaknya ada kemungkinan masuk ke level pembeli yang ""takut atau ragu beli EV china tapi budget gak sampe beli merek korea"" 😅😁😁🙏",positif,terjangkau sepertinya tapi hanya kalau dibandingkan ioniq bang tapi saya yakin harganya bakalan di atas 400 juta kalau udah dijual di indonesia kemungkinan besar head to head sama mocin evnya cherry yaitu omoda ev  tapi setidaknya ada kemungkinan masuk ke level pembeli yang takut atau ragu beli ev china tapi budget gak sampe beli merek korea 
725,brand jepang tapi ttap build quality beti dengan china,negatif,brand jepang tapi ttap build quality beti dengan china
726,"ah males, klo cuman 2 baris doang.. enakan 3 baris kyk BYD M6",negatif,ah males klo cuman 2 baris doang enakan 3 baris kyk byd m6
727,"Cirikhas Carmudi Indonesia, kalau bikinm judul konten provokatif......",negatif,cirikhas carmudi indonesia kalau bikinm judul konten provokatif
728,masuk indonesia kah?,netral,masuk indonesia kah
729,"suzuki baru kemarin dijepang, update mesin dengan thermal efficiecy 40% ditambah 48V murni (bukan 12v to 48v alias MHEV), hybrid , dan juga BEV platform.
honda itu yang agak aneh emang strateginya yah bakal gini2 aja kalo CEOnya tetap karena terlalu ""main aman""",negatif,suzuki baru kemarin dijepang update mesin dengan thermal efficiecy 40 ditambah 48v murni bukan 12v to 48v alias mhev hybrid  dan juga bev platformhonda itu yang agak aneh emang strateginya yah bakal gini2 aja kalo ceonya tetap karena terlalu main aman
730,"kan ada kata2, lebih baik terlambat dari pada tidak sama sekali.",positif,kan ada kata2 lebih baik terlambat dari pada tidak sama sekali
731,"​ @seogabonotjah6555  Iyalah main aman, mana ada pabrikkan tolol berani bakar uang melihat kondisi negaranya ga baik-baik aja, yen anjlok, dan angka populasi yang menurun disana, mempengaruhi jumlah sdm berkualitas dijepang semakin menipis, kalo misalkan Jepang masih sama sekarang kaya diera 60-70an... dan negara kaya sumber daya alam/sdm mungkin Jepang bisa sangat mudah membalas china, tapi nyatanya sekarang kondisinya udah berubah mau ga mau perusahaan jepang hanya bisa bertahan ditengah krisis melanda dinegaranya...",negatif,seogabonotjah6555 iyalah main aman mana ada pabrikkan tolol berani bakar uang melihat kondisi negaranya ga baikbaik aja yen anjlok dan angka populasi yang menurun disana mempengaruhi jumlah sdm berkualitas dijepang semakin menipis kalo misalkan jepang masih sama sekarang kaya diera 6070an dan negara kaya sumber daya alamsdm mungkin jepang bisa sangat mudah membalas china tapi nyatanya sekarang kondisinya udah berubah mau ga mau perusahaan jepang hanya bisa bertahan ditengah krisis melanda dinegaranya
732,"Jepang ragu, mobil ev diramalkan tidak akan bertahan lama karena sudah mulai ada mobil hidrogen yg lebih efisien dan BBM melimpah.",negatif,jepang ragu mobil ev diramalkan tidak akan bertahan lama karena sudah mulai ada mobil hidrogen yg lebih efisien dan bbm melimpah
733,palingan 1Man,netral,palingan 1man
734,Ternyata masih konsep,negatif,ternyata masih konsep
735,Konsap konsep konsap konsep... kalo masih bikinan prindavan siap² gk laku lagi dan lagi... versi konsep dan versi rilis sering kali beda 180° kalo prindavan yg bikin😂😂😂😂😂😂😂,negatif,konsap konsep konsap konsep kalo masih bikinan prindavan siap gk laku lagi dan lagi versi konsep dan versi rilis sering kali beda 180 kalo prindavan yg bikin
736,"Produk china semakin kesini semakin baik, kualitas top harga bersahabat.",positif,produk china semakin kesini semakin baik kualitas top harga bersahabat
737,Tumben suzuki desainnya bagus..yahh walaupun masih konsep.,positif,tumben suzuki desainnya bagusyahh walaupun masih konsep
738,"8:28 ""Terjangkau bagi standar brand Jepang"" 🗿",positif,828 terjangkau bagi standar brand jepang 
739,"mestinya pakai transmisi at 4 speed supaya mesin lebih kecil, baterai lebih ringan, jarak tempuh tetap jauh.",positif,mestinya pakai transmisi at 4 speed supaya mesin lebih kecil baterai lebih ringan jarak tempuh tetap jauh
740,Mending keluarin Suzuki Fronx,positif,mending keluarin suzuki fronx
